Date/Time,Environment:Outdoor Dry Bulb [C](Hourly),Environment:Wind Speed [m/s](Hourly),LOWER_ZONE:Zone Total Internal Total Heat Gain [J](Hourly),UPPER_ZONE:Zone Total Internal Total Heat Gain [J](Hourly),LOWER_ZONE:Zone People Number Of Occupants [](Hourly),LOWER_ZONE:Zone People Total Heat Gain [J](Hourly),LOWER_ZONE:Zone Lights Electric Consumption [J](Hourly),LOWER_ZONE:Zone Lights Total Heat Gain [J](Hourly),LOWER_ZONE:Zone Electric Equipment Electric Consumption [J](Hourly),LOWER_ZONE:Zone Electric Equipment Total Heat Gain [J](Hourly),LOWER_ZONE:Zone Transmitted Solar Energy[J](Hourly),UPPER_ZONE:Zone Transmitted Solar Energy[J](Hourly),LOWER_ZONE:Zone Mean Air Temperature [C](Hourly),LOWER_ZONE:Zone Operative Temperature [C](Hourly),LOWER_ZONE:Zone Air Balance Surface Convection Rate [W](Hourly),UPPER_ZONE:Zone Mean Air Temperature [C](Hourly),UPPER_ZONE:Zone Operative Temperature [C](Hourly),UPPER_ZONE:Zone Air Balance Surface Convection Rate [W](Hourly),LOWER_ZONE:Zone Infiltration Air Change Rate [ach](Hourly),UPPER_ZONE:Zone Infiltration Air Change Rate [ach](Hourly),LOWER_ZONE:Zone Ventilation Total Heat Loss [J](Hourly),LOWER_ZONE:Zone Ventilation Total Heat Gain [J](Hourly),LOWER_ZONE:Zone Ventilation Air Change Rate [ach](Hourly),LOWER_ZONE:Zone/Sys Sensible Heating Energy [J](Hourly),LOWER_ZONE:Zone/Sys Sensible Cooling Energy [J](Hourly),UPPER_ZONE:Zone/Sys Sensible Heating Energy [J](Hourly),UPPER_ZONE:Zone/Sys Sensible Cooling Energy [J](Hourly),PV_SURFACE:PV Generator DC Energy [J](Hourly),WT1:Wind Turbine Electric Energy Produced [J](Hourly),WT2:Wind Turbine Electric Energy Produced [J](Hourly) 
 01/21  09:00:00,11.9,11.4,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,0,0,21.82489116,20.6081041,-927.2917038,16.78264147,17.06662107,95.5936742,0.51752833,0.50871846,1814216.456,0,0.77626613,0,0,0,0,0,67956863.13,27000000
 01/21  10:00:00,11.9,11.4,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,0,0,22.08201521,20.85880817,-943.8837479,16.88727526,17.1639953,93.82237249,0.517794732,0.508771334,2046579.666,0,0.77666572,0,0,0,0,0,67956863.13,27000000
 01/21  11:00:00,11.9,11.4,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,0,0,22.19614484,20.98165241,-936.682123,16.93625096,17.21332953,94.52042906,0.517981034,0.508857245,2116263.252,0,0.776945164,0,0,0,0,0,67956863.13,27000000
 01/21  12:00:00,11.9,11.4,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,0,0,22.2837048,21.07840979,-929.0279207,16.97864749,17.25605255,95.03580794,0.518129724,0.508931616,2149233.029,0,0.777168191,0,0,0,0,0,67956863.13,27000000
 01/21  13:00:00,11.9,11.4,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,0,0,22.35533842,21.1576115,-922.7837756,17.01426711,17.29199191,95.46348871,0.518253252,0.508994098,2169504.839,0,0.777353477,0,0,0,0,0,67956863.13,27000000
 01/21  14:00:00,11.9,11.4,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,0,0,22.41544885,21.22427054,-917.4083614,17.04461031,17.32278976,95.89868744,0.518357466,0.509047325,2184538.092,0,0.777509792,0,0,0,0,0,67956863.13,27000000
 01/21  15:00:00,11.9,11.4,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,0,0,22.46774233,21.28224057,-912.7553294,17.07185355,17.35040694,96.27104687,0.518448308,0.509095114,2196969.563,0,0.777646051,0,0,0,0,0,67956863.13,27000000
 01/21  16:00:00,11.9,11.4,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,0,0,22.51345332,21.33287525,-908.6930779,17.09597971,17.37484801,96.59099237,0.518527768,0.509137435,2207649.272,0,0.777765238,0,0,0,0,0,67956863.13,27000000
 01/21  17:00:00,11.9,11.4,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,0,0,22.55341925,21.37739596,-905.0076918,17.11708058,17.39634932,96.90452377,0.518597256,0.509174449,2216936.398,0,0.777869465,0,0,0,0,0,67956863.13,27000000
 01/21  18:00:00,11.9,11.4,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,0,0,22.58922647,21.41726745,-901.6886821,17.13622244,17.41585485,97.20353325,0.518659526,0.509208027,2225208.672,0,0.777962868,0,0,0,0,0,67956863.13,27000000
 01/21  19:00:00,11.9,11.4,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,0,0,22.62169998,21.45341588,-898.6930413,17.15387938,17.43382591,97.46571579,0.518716005,0.509239,2232691.241,0,0.778047582,0,0,0,0,0,67956863.13,27000000
 01/21  20:00:00,11.9,11.4,0,0,0,0,0,0,0,0,0,0,19.85704362,19.69937781,-131.588144,16.99719615,17.25242165,78.51609012,0.51430035,0.509352725,0,0,0,0,0,0,0,0,67956863.13,27000000
 01/21  21:00:00,11.9,11.4,0,0,0,0,0,0,0,0,0,0,18.39008561,18.6640605,136.83417,16.75784821,17.02958018,81.18688224,0.51139696,0.508609659,0,0,0,0,0,0,0,0,67956863.13,27000000
 01/21  22:00:00,11.9,11.4,0,0,0,0,0,0,0,0,0,0,17.95707678,18.30448094,186.4316612,16.63322991,16.91152415,83.60743539,0.510589161,0.508325699,0,0,0,0,0,0,0,0,67956863.13,27000000
 01/21  23:00:00,11.9,11.4,0,0,0,0,0,0,0,0,0,0,17.75761207,18.10028607,182.0026475,16.54370118,16.8208158,82.69946369,0.510252896,0.508168651,0,0,0,0,0,0,0,0,67956863.13,27000000
 01/21  24:00:00,11.9,11.4,0,0,0,0,0,0,0,0,0,0,17.59570898,17.9349833,178.8262386,16.4678737,16.7431971,81.62896421,0.509977027,0.508035638,0,0,0,0,0,0,0,0,67956863.13,27000000
 01/21  01:00:00,12.1,10.1,0,0,0,0,0,0,0,0,0,0,17.80422495,18.14807707,180.588567,16.78400006,17.06610931,83.97329316,0.509989499,0.508233564,0,0,0,0,0,0,0,0,68839082.75,27000000
 01/21  02:00:00,12.1,10.1,0,0,0,0,0,0,0,0,0,0,17.6867536,18.02731291,177.6712788,16.72205175,17.0023792,83.05517993,0.509786646,0.508124973,0,0,0,0,0,0,0,0,68839082.75,27000000
 01/21  03:00:00,12.1,10.1,0,0,0,0,0,0,0,0,0,0,17.58326693,17.92060699,174.9385296,16.66509882,16.9435567,82.12807817,0.509607085,0.508025139,0,0,0,0,0,0,0,0,68839082.75,27000000
 01/21  04:00:00,12.1,10.1,0,0,0,0,0,0,0,0,0,0,17.49007466,17.82442459,172.4683892,16.6117338,16.88842506,81.27880296,0.509444835,0.507931594,0,0,0,0,0,0,0,0,68839082.75,27000000
 01/21  05:00:00,12.1,10.1,0,0,0,0,0,0,0,0,0,0,17.40527088,17.73680073,170.1847404,16.56163523,16.83659915,80.47019462,0.509296849,0.507843775,0,0,0,0,0,0,0,0,68839082.75,27000000
 01/21  06:00:00,12.1,10.1,0,0,0,0,0,0,0,0,0,0,21.18497621,19.97455207,-837.630679,16.67158699,16.97118945,98.32271359,0.516134106,0.508223109,0,0,0,4009714.878,0,0,0,0,68839082.75,27000000
 01/21  07:00:00,12.1,10.1,0,0,0,0,0,0,0,0,0,0,21.00000012,19.99395447,-737.2284856,16.8066637,17.08000098,87.41140349,0.51563653,0.508273292,0,0,0,3689959.523,0,0,0,0,68839082.75,27000000
 01/21  08:00:00,12.1,10.1,0,0,0,0,0,0,0,0,0,0,21,20.04975789,-689.4645285,16.83501903,17.10959223,88.22499042,0.51564407,0.508322997,0,0,0,3541766.97,0,0,0,0,68839082.75,27000000
 01/21  09:00:00,12.1,10.1,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,0,0,21.94626789,20.72790326,-925.6459163,16.93238728,17.21460162,95.08193929,0.51738231,0.50862604,1789057.104,0,0.776047108,0,0,0,0,0,68839082.75,27000000
 01/21  10:00:00,12.1,10.1,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,0,0,22.22638131,20.99946411,-946.2358109,17.04578775,17.31979289,93.05378203,0.51768409,0.508692459,2037453.938,0,0.776499763,0,0,0,0,0,68839082.75,27000000
 01/21  11:00:00,12.1,10.1,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,0,0,22.34507977,21.12686935,-939.0323112,17.09645571,17.37085482,93.79132797,0.517877337,0.508781277,2111195.347,0,0.776789623,0,0,0,0,0,68839082.75,27000000
 01/21  12:00:00,12.1,10.1,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,0,0,22.4354603,21.2266978,-931.129475,17.14045177,17.41518163,94.32166835,0.518030558,0.508858399,2145727.092,0,0.777019448,0,0,0,0,0,68839082.75,27000000
 01/21  13:00:00,12.1,10.1,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,0,0,22.50922288,21.30821812,-924.7007024,17.17735894,17.45241828,94.7631562,0.518157614,0.508923094,2166775.889,0,0.777210025,0,0,0,0,0,68839082.75,27000000
 01/21  14:00:00,12.1,10.1,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,0,0,22.57102341,21.37672453,-919.1727594,17.20878482,17.48431758,95.21321828,0.518264659,0.508978182,2182301.655,0,0.777370586,0,0,0,0,0,68839082.75,27000000
 01/21  15:00:00,12.1,10.1,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,0,0,22.62473827,21.43624905,-914.3904388,17.23700245,17.51292733,95.59901944,0.518357892,0.509027645,2195105.942,0,0.777510431,0,0,0,0,0,68839082.75,27000000
 01/21  16:00:00,12.1,10.1,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,0,0,22.67175966,21.48837461,-910.1649943,17.26208804,17.53839871,95.95486606,0.518439565,0.509071618,2206109.06,0,0.777632937,0,0,0,0,0,68839082.75,27000000
 01/21  17:00:00,12.1,10.1,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,0,0,22.7130879,21.53428989,-906.4054509,17.28430497,17.56096179,96.26043264,0.518511366,0.509110563,2215720.604,0,0.777740635,0,0,0,0,0,68839082.75,27000000
 01/21  18:00:00,12.1,10.1,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,0,0,22.74957686,21.57494056,-903.0283639,17.30394042,17.58098838,96.55557733,0.518574766,0.509144983,2224184.015,0,0.777835731,0,0,0,0,0,68839082.75,27000000
 01/21  19:00:00,12.1,10.1,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,0,0,22.78282144,21.61195495,-899.9370444,17.32217869,17.59958061,96.84098861,0.51863254,0.509176953,2231853.75,0,0.77792239,0,0,0,0,0,68839082.75,27000000
 01/21  20:00:00,12.1,10.1,0,0,0,0,0,0,0,0,0,0,20.02182723,19.8601747,-132.4124756,17.16623279,17.41894896,77.9150539,0.514232798,0.50929724,0,0,0,0,0,0,0,0,68839082.75,27000000
 01/21  21:00:00,12.1,10.1,0,0,0,0,0,0,0,0,0,0,18.55275129,18.82389107,135.2734786,16.92674988,17.1960346,80.55478695,0.511323159,0.508550008,0,0,0,0,0,0,0,0,68839082.75,27000000
 01/21  22:00:00,12.1,10.1,0,0,0,0,0,0,0,0,0,0,18.11894058,18.46403426,185.0371919,16.80221483,17.07813364,82.98569859,0.510514049,0.508265494,0,0,0,0,0,0,0,0,68839082.75,27000000
 01/21  23:00:00,12.1,10.1,0,0,0,0,0,0,0,0,0,0,17.91990225,18.2602833,180.688917,16.7128713,16.98764822,82.08553602,0.510179103,0.508108881,0,0,0,0,0,0,0,0,68839082.75,27000000
 01/21  24:00:00,12.1,10.1,0,0,0,0,0,0,0,0,0,0,17.75833692,18.09532383,177.4790538,16.63726032,16.91026756,81.0180938,0.50990422,0.50797634,0,0,0,0,0,0,0,0,68839082.75,27000000
 08/21  01:00:00,21.3545,4.9,0,0,0,0,0,0,0,0,0,0,23.51126706,23.98444983,244.0151191,24.41276556,24.61242077,47.37081248,0.503778944,0.505334029,0,0.68626256,1.079680502,0,0,0,0,0,15841214.07,0
 08/21  02:00:00,21.003,4.9,0,0,0,0,0,0,0,0,0,0,23.76807084,24.02467061,123.5137097,24.21351296,24.42286013,51.50558618,0.504837434,0.505618673,0,0,0,0,0,0,0,0,15860069.52,0
 08/21  03:00:00,20.75325,4.9,0,0,0,0,0,0,0,0,0,0,23.80203307,24.03042756,92.05936188,24.0840393,24.2997596,54.69233845,0.505185288,0.505688907,0,0,0,0,0,0,0,0,15873494.75,0
 08/21  04:00:00,20.53125,4.9,0,0,0,0,0,0,0,0,0,0,23.71883003,23.95519534,97.59851035,23.95488714,24.17641515,57.05139652,0.505425517,0.505851292,0,0,0,0,0,0,0,0,15885447.89,0
 08/21  05:00:00,20.3555,4.9,0,0,0,0,0,0,0,0,0,0,23.64327953,23.88452602,100.9349436,23.84046178,24.06567796,58.72177371,0.50559945,0.505959262,0,0,0,0,0,0,0,0,15894923.2,0
 08/21  06:00:00,20.3925,4.9,0,0,0,0,0,0,0,0,42814.75431,59425.84239,23.59535466,23.84001048,103.2291094,23.77104841,24.00014714,61.12465085,0.505454095,0.505777254,0,0,0,0,0,0,0,26477.18022,15892927.35,0
 08/21  07:00:00,20.77175,4.9,0,0,0,0,0,0,0,0,569188.9115,787963.2454,23.7506209,24.01705879,114.1084786,24.02605853,24.27109843,73.92605168,0.505066074,0.505558447,0,0,0,0,0,0,0,597698.1478,15872502.62,0
 08/21  08:00:00,21.75225,4.9,0,0,0,0,0,0,0,0,1038472.824,1348908.489,23.98698946,24.28213816,127.6338028,24.48637209,24.70059392,66.19594373,0.503788846,0.50465839,0,0,0,0,179664.2943,0,0,1454730.71,15819949.56,0
 08/21  09:00:00,23.10275,4.9,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1326451.003,1688131.753,24,24.45870641,232.4948324,25.00972671,25.17889226,52.70835575,0.501506822,0.503241191,178695.0775,0,0.752234686,0,6934948.099,0,0,2239771.825,15748113.37,0
 08/21  10:00:00,24.41625,4.9,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1419917.51,1925134.656,24,24.56080599,304.2077703,25.51096436,25.62786909,35.67538646,0.499292221,0.501861875,9967.976316,54570.51534,0.748912897,0,7569169.761,0,0,2886500.41,15678858.68,0
 08/21  11:00:00,25.58175,4.9,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1672825.302,1935747.942,24,24.66832825,386.4207749,25.93093543,25.99538938,20.31874098,0.497346489,0.500606635,0,251676.2235,0.745994398,0,8196037.382,0,0,3350346.684,15617916.21,0
 08/21  12:00:00,26.4605,4.9,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1794956.81,1949728.864,24,24.7489102,452.844808,26.29229187,26.31224127,8.519419873,0.495889309,0.499741164,0,406776.9,0.743808701,0,8682980.875,0,0,3599902.65,15572274.76,0
 08/21  13:00:00,27.108,4.9,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1677989.385,3498485.461,24,24.8589635,533.4933223,26.87976638,27.02172538,61.13577588,0.494980187,0.4998019,0,520358.447,0.742445065,0,9154966.566,0,0,3618300.665,15538819.06,0
 08/21  14:00:00,27.56125,4.9,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1462877.711,4358449.989,24,24.93919798,608.9470285,28.09957482,28.02998327,-19.96556738,0.494303511,0.501146742,0,601749.7795,0.741430086,0,9553295.591,0,0,3404297.218,15515484.53,0
 08/21  15:00:00,27.7,4.9,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1464836.467,2008764.504,24,24.86153099,550.5326932,27.16381469,27.12922466,-12.00973379,0.493848461,0.499130507,0,623584.4417,0.740747533,0,9381717.219,0,0,2972356.206,15508354.38,0
 08/21  16:00:00,27.4225,4.9,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1443463.494,1872706.834,24,24.86647236,555.7634661,27.1633494,27.13664809,-7.521005503,0.494304382,0.499590637,0,576752.7863,0.741431392,0,9323091.338,0,0,2351706.711,15522620.23,0
 08/21  17:00:00,26.886,4.9,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1302815.703,1565701.129,24,24.83423901,530.2373999,26.98712582,26.97033306,-7.316530897,0.495187681,0.500190335,0,484431.0814,0.742756295,0,9081058.16,0,0,1584870.993,15550272.46,0
 08/21  18:00:00,26.2015,4.9,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,8146741.414,2586786.271,24,25.58139954,1219.94849,27.05276765,27.28239377,79.59657836,0.496425183,0.501548199,0,379731.2516,0.744612486,0,11371679.45,0,0,731924.8282,15585696.47,0
 08/21  19:00:00,25.23025,4.9,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,2778117.254,3215022.725,24,25.12406891,891.4156864,28.16650988,27.99605361,-31.47057985,0.498262063,0.505268433,0,218683.8164,0.747367711,0,9914503.718,0,0,64929.35577,15636244.17,0
 08/21  20:00:00,24.30525,4.9,0,0,0,0,0,0,0,0,0,0,24.98078124,25.17820955,96.21762964,26.11446361,26.08469845,-25.83707248,0.501341058,0.503270704,0,0,0,0,0,0,0,0,15684674.33,0
 08/21  21:00:00,23.58375,4.9,0,0,0,0,0,0,0,0,0,0,25.05615998,25.18382441,37.68496958,25.55796899,25.68813372,22.6630696,0.502479599,0.503348794,0,0,0,0,0,0,0,0,15722662.16,0
 08/21  22:00:00,22.91775,4.9,0,0,0,0,0,0,0,0,0,0,24.44638919,24.77573879,146.4293833,25.26006391,25.40711709,28.99429871,0.502695192,0.504093794,362.810368,0,1.257108129,0,0,0,0,0,15757894.58,0
 08/21  23:00:00,22.34425,4.9,0,0,0,0,0,0,0,0,0,0,24.01787221,24.44185724,216.1055303,24.99679717,25.15653104,32.5182964,0.503014898,0.504695912,99.79793944,0,1.257717172,0,0,0,0,0,15788358.12,0
 08/21  24:00:00,21.82625,4.9,0,0,0,0,0,0,0,0,0,0,22.95664637,23.7298412,460.3053182,24.72163872,24.89229203,36.15362857,0.502144802,0.505161787,17.2809057,2.786734894,6.274227033,0,0,0,0,0,15815977.47,0
 08/21  01:00:00,19.0545,4.9,0,0,0,0,0,0,0,0,0,0,23.34314495,23.62358737,125.9958682,23.30023434,23.55443123,69.14255847,0.50733691,0.507287682,0,0,0,0,0,0,0,0,15957176.3,0
 08/21  02:00:00,18.703,4.9,0,0,0,0,0,0,0,0,0,0,23.16213414,23.45410835,133.6855436,23.111225,23.3750478,73.36549586,0.507637842,0.507574818,0,0,0,0,0,0,0,0,15976319.31,0
 08/21  03:00:00,18.45325,4.9,0,0,0,0,0,0,0,0,0,0,23.00798112,23.30652149,138.1889173,22.95029477,23.21948033,75.76738464,0.507808319,0.507733598,0,0,0,0,0,0,0,0,15989949.47,0
 08/21  04:00:00,18.23125,4.9,0,0,0,0,0,0,0,0,0,0,22.86862295,23.17213578,141.4745066,22.80464036,23.07788713,77.47571378,0.507956096,0.507870503,0,0,0,0,0,0,0,0,16002085.26,0
 08/21  05:00:00,18.0555,4.9,0,0,0,0,0,0,0,0,0,0,22.74117859,23.0486305,144.2884288,22.67180754,22.94821073,78.98994841,0.508043843,0.507948939,0,0,0,0,0,0,0,0,16011705.42,0
 08/21  06:00:00,18.0925,4.9,0,0,0,0,0,0,0,0,42814.75431,59425.84239,22.65437876,22.9642996,145.9042415,22.58763717,22.86726594,81.25441158,0.507830301,0.507739906,0,0,0,0,0,0,0,26477.18022,16009679.13,0
 08/21  07:00:00,18.47175,4.9,0,0,0,0,0,0,0,0,569188.9115,787963.2454,22.77693097,23.10682613,155.8225251,22.82993267,23.12312964,93.81799081,0.507380051,0.507495024,0,0,0,0,0,0,0,597698.1478,15988942.17,0
 08/21  08:00:00,19.45225,4.9,0,0,0,0,0,0,0,0,1038472.824,1348908.489,23.09054821,23.40169431,141.6216288,23.27719209,23.54038914,85.94445532,0.506216208,0.506559102,0,0,0,0,0,0,0,1454730.71,15935587.94,0
 08/21  09:00:00,20.80275,4.9,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1326451.003,1688131.753,23.9985495,24.11609343,22.56716796,23.80723068,24.04003349,79.13231279,0.505535549,0.505229367,539518.7268,0,0.75827757,0,5480883.633,0,0,2239771.825,15862661.05,0
 08/21  10:00:00,22.11625,4.9,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1419917.51,1925134.656,23.99999998,24.25972418,101.5183457,24.35576945,24.5262724,56.30645126,0.503200035,0.503815069,287089.9962,0,0.754774418,0,6178832.618,0,0,2886500.41,15792359.61,0
 08/21  11:00:00,23.28175,4.9,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1672825.302,1935747.942,24,24.38707969,182.3908423,24.77645604,24.90045666,40.57073437,0.50122566,0.502543616,72157.33285,1395.349631,0.751812957,0,6806066.308,0,0,3350346.684,15730500.16,0
 08/21  12:00:00,24.1605,4.9,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1794956.81,1949728.864,24,24.48240725,246.7765532,25.13506607,25.22178378,28.80463224,0.499746957,0.5016611,0,90730.72129,0.749594977,0,7289546.375,0,0,3599902.65,15684174.34,0
 08/21  13:00:00,24.808,4.9,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1677989.385,3498485.461,24,24.60339258,325.3098934,25.74969878,25.94696543,84.63205525,0.498825544,0.501768632,0,208956.4094,0.748212904,0,7756750.034,0,0,3618300.665,15650218.25,0
 08/21  14:00:00,25.26125,4.9,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1462877.711,4358449.989,24,24.69516719,401.768665,27.0205707,26.9923655,3.007885753,0.4981396,0.503208601,0,294834.2912,0.747184024,0,8160669.335,0,0,3404297.218,15626535.48,0
 08/21  15:00:00,25.4,4.9,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1464836.467,2008764.504,24,24.62107112,351.6554299,26.04701343,26.07700224,6.493567801,0.497676133,0.50110547,0,316646.0102,0.746488847,0,8019576.944,0,0,2972356.206,15619299.04,0
 08/21  16:00:00,25.1225,4.9,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1443463.494,1872706.834,24,24.62996568,359.9554837,26.00913475,26.06594433,12.09080284,0.498139107,0.501508265,0,269094.7198,0.747183284,0,7970795.727,0,0,2351706.711,15633777.66,0
 08/21  17:00:00,24.586,4.9,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1302815.703,1565701.129,24,24.60075749,340.2068131,25.82930763,25.90168211,12.78545053,0.49903585,0.502110002,0,174517.454,0.748528352,0,7747222.871,0,0,1584870.993,15661842.8,0
 08/21  18:00:00,23.9015,4.9,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,8146741.414,2586786.271,24,25.3635262,1000.921742,25.96279177,26.24042447,106.1933673,0.500294167,0.503600292,0,72885.12427,0.750415765,0,9930456.305,0,0,731924.8282,15697797.07,0
 08/21  19:00:00,22.93025,4.9,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,2778117.254,3215022.725,24,24.9059595,695.6930316,27.10959349,26.98187673,-10.0073108,0.502161844,0.507418834,87173.0161,384.8345349,0.753217185,0,8552879.891,0,0,64929.35577,15749103.55,0
 08/21  20:00:00,22.00525,4.9,0,0,0,0,0,0,0,0,0,0,23.46494931,24.07012028,308.3821478,25.08816605,25.06221482,-35.13824857,0.502831797,0.505599791,0,132366.6815,5.274268232,0,0,0,0,0,15798263.04,0
 08/21  21:00:00,21.28375,4.9,0,0,0,0,0,0,0,0,0,0,23.23987105,23.73584805,311.7928781,24.30129658,24.48445791,41.49692808,0.503485232,0.505314637,0,0,0,0,0,0,0,0,15836824.53,0
 08/21  22:00:00,20.61775,4.9,0,0,0,0,0,0,0,0,0,0,23.8427987,24.07675976,100.258575,24.05109423,24.26453516,52.14398436,0.505486075,0.505866205,0,0,0,0,0,0,0,0,15872590.38,0
 08/21  23:00:00,20.04425,4.9,0,0,0,0,0,0,0,0,0,0,23.65535038,23.90202949,103.3313031,23.7930517,24.02179943,58.4843846,0.506155752,0.506415611,0,0,0,0,0,0,0,0,15903516.14,0
 08/21  24:00:00,19.52625,4.9,0,0,0,0,0,0,0,0,0,0,23.45700721,23.72152679,114.4176709,23.55642666,23.79984249,64.32760884,0.506713175,0.506907686,0,0,0,0,0,0,0,0,15931555.37,0
 08/21  01:00:00,17.1545,4.9,0,0,0,0,0,0,0,0,0,0,22.40595315,22.73491191,157.5792817,22.29077058,22.58549289,85.28929625,0.509044691,0.508869245,0,0,0,0,0,0,0,0,16056783.69,0
 08/21  02:00:00,16.803,4.9,0,0,0,0,0,0,0,0,0,0,22.21640137,22.55601044,165.1612906,22.09106956,22.3947907,89.44185595,0.50933434,0.509141742,0,0,0,0,0,0,0,0,16076172.38,0
 08/21  03:00:00,16.55325,4.9,0,0,0,0,0,0,0,0,0,0,22.05456785,22.40010849,169.5106772,21.92105631,22.22964178,91.75005472,0.509493782,0.509287238,0,0,0,0,0,0,0,0,16089977.62,0
 08/21  04:00:00,16.33125,4.9,0,0,0,0,0,0,0,0,0,0,21.90786301,22.25781648,172.6159672,21.76712033,22.07933675,93.3564424,0.509630917,0.509411929,0,0,0,0,0,0,0,0,16102269.42,0
 08/21  05:00:00,16.1555,4.9,0,0,0,0,0,0,0,0,0,0,21.7736034,22.1269706,175.2310127,21.62693067,21.94189767,94.75722209,0.509708349,0.509479102,0,0,0,0,0,0,0,0,16112013.33,0
 08/21  06:00:00,16.1925,4.9,0,0,0,0,0,0,0,0,42814.75431,59425.84239,21.67983961,22.03515077,176.6033236,21.53558491,21.85327636,96.91015841,0.509481081,0.509256101,0,0,0,0,0,0,0,26477.18022,16109960.92,0
 08/21  07:00:00,16.57175,4.9,0,0,0,0,0,0,0,0,569188.9115,787963.2454,21.79539254,22.16927804,185.8471502,21.77082053,22.10016464,109.0181534,0.509013595,0.508995448,0,0,0,0,0,0,0,597698.1478,16088957.44,0
 08/21  08:00:00,17.55225,4.9,0,0,0,0,0,0,0,0,1038472.824,1348908.489,22.09613243,22.45281027,171.6323802,22.20462411,22.50535396,101.3969492,0.507814459,0.508025199,0,0,0,0,0,0,0,1454730.71,16034918.98,0
 08/21  09:00:00,18.90275,4.9,7425252.693,0,5.624977137,2024991.769,2700263.536,2700263.536,2699997.387,2699997.387,1326451.003,1688131.753,23.92967413,23.70526119,-128.0354707,22.76564781,23.03817742,96.01803786,0.50873265,0.506759032,863494.2643,0,0.763073058,0,4260787.125,0,0,2239771.825,15961060.42,0
