Date/Time,SomeCategory:Some subcategory [x](Hourly),SomeCategory:Some other subcategory,SomeOtherCategory:yet another subcategory [x](Hourly)
 07/20  16:00:00,18.375,11.95,7.06063104
 07/20  17:00:00,17.7375,11.65,7.06063104
 07/20  18:00:00,16.8375,10.45,5.20257024
 07/20  19:00:00,15.9375,9.25,2.97289728
 07/20  20:00:00,15.225,8.925,2.97289728
 07/20  21:00:00,14.6875,9.0625,0.74322432
 07/20  22:00:00,14.125,9.225,0.74322432
 07/20  23:00:00,13.525,8.425,0.37161216
 07/20  24:00:00,12.9875,7.0875,0.37161216
 07/21  01:00:00,12.425,5.725,0
 07/21  02:00:00,12.45,4.7625,0
 07/21  03:00:00,12.7875,4.0625,0
 07/21  04:00:00,13.15,3.3625,0
 07/21  05:00:00,13.55,4.2875,0
 07/21  06:00:00,13.8875,6.1875,0
 07/21  07:00:00,14.25,8.0875,0.74322432
 07/21  08:00:00,14.65,8.4875,0.74322432
 07/21  09:00:00,15.05,7.925,3.7161216
 07/21  10:00:00,15.45,7.3875,3.7161216
 07/21  11:00:00,16.0375,7.325,3.7161216
 07/21  12:00:00,16.8,7.4625,3.7161216
 07/21  13:00:00,17.5375,7.625,3.7161216
 07/21  14:00:00,17.675,7.7,3.7161216
 07/21  15:00:00,17.475,7.7,0.74322432
 07/21  16:00:00,17.275,7.7,0.74322432
 07/21  17:00:00,16.7625,7.3875,0.74322432
 07/21  18:00:00,16,6.8875,0
 07/21  19:00:00,15.2625,6.3875,0
 07/21  20:00:00,14.625,5.8875,0
 07/21  21:00:00,14.0875,5.325,0
 07/21  22:00:00,13.525,4.7875,0
 07/21  23:00:00,13.175,3.975,0
 07/21  24:00:00,13.0375,2.9125,0
 07/22  01:00:00,12.875,1.875,0
 07/22  02:00:00,12.425,1.75,0
 07/22  03:00:00,11.8875,2.0875,0
 07/22  04:00:00,11.325,2.45,0
 07/22  05:00:00,11.6625,2.0375,0
 07/22  06:00:00,12.625,1.2,0
 07/22  07:00:00,13.5625,0.3375,0
 07/22  08:00:00,14.8375,0.625,0
 07/22  09:00:00,16.275,1.6875,0
 07/22  10:00:00,17.7375,2.725,0
 07/22  11:00:00,19.55,3.5375,0
 07/22  12:00:00,21.6125,4.2375,0
 07/22  13:00:00,23.65,4.9375,0
 07/22  14:00:00,23.7125,5.95,0
 07/22  15:00:00,22.6125,7.15,0
 07/22  16:00:00,21.5125,8.35,0
 07/22  17:00:00,20.2875,8.175,0
 07/22  18:00:00,18.9875,7.1125,0
 07/22  19:00:00,17.6875,6.075,0
 07/22  20:00:00,16.7625,5.2625,0
 07/22  21:00:00,16,4.5625,0
 07/22  22:00:00,15.2625,3.8625,0
 07/22  23:00:00,14.75,3.9125,0
 07/22  24:00:00,14.4125,4.475,0
 07/23  01:00:00,14.05,5.0125,0
 07/23  02:00:00,13.9,4.8875,0
 07/23  03:00:00,13.9,4.325,0
 07/23  04:00:00,13.9,3.7875,0
 07/23  05:00:00,14.025,3.475,0
 07/23  06:00:00,14.1625,3.3375,0
 07/23  07:00:00,14.325,3.175,0.74322432
 07/23  08:00:00,15.2125,3.4125,1.48644864
 07/23  09:00:00,16.5125,3.9125,7.06063104
 07/23  10:00:00,17.8125,4.4125,7.06063104
 07/23  11:00:00,18.9875,5.225,7.06063104
 07/23  12:00:00,20.15,6.2875,7.06063104
 07/23  13:00:00,21.2875,7.325,3.7161216
 07/23  14:00:00,21.325,7.95,7.06063104
 07/23  15:00:00,20.7875,8.2875,7.06063104
 07/23  16:00:00,20.225,8.65,7.06063104
 07/23  17:00:00,19.3125,8.925,7.06063104
 07/23  18:00:00,18.2125,9.0625,5.20257024
 07/23  19:00:00,17.1125,9.225,2.97289728
 07/23  20:00:00,16.2,8.425,2.97289728
 07/23  21:00:00,15.4625,7.0875,0.74322432
 07/23  22:00:00,14.7,5.725,0.74322432
 07/23  23:00:00,14.15,5.075,0.37161216
 07/23  24:00:00,13.8125,4.875,0.37161216
 07/24  01:00:00,13.45,4.675,0
 07/24  02:00:00,13.05,4.6,0
 07/24  03:00:00,12.7125,4.6,0
 07/24  04:00:00,12.35,4.6,0
 07/24  05:00:00,12.325,4.1625,0
 07/24  06:00:00,12.525,3.525,0
 07/24  07:00:00,12.725,2.8625,0.74322432
 07/24  08:00:00,13.8625,3.225,1.48644864
 07/24  09:00:00,15.5,4.2875,7.06063104
 07/24  10:00:00,17.1625,5.325,7.06063104
 07/24  11:00:00,18.4875,5.8875,7.06063104
 07/24  12:00:00,19.5875,6.25,7.06063104
 07/24  13:00:00,20.6875,6.5875,3.7161216
 07/24  14:00:00,20.6625,7.45,7.06063104
 07/24  15:00:00,19.9,8.65,7.06063104
 07/24  16:00:00,19.1625,9.85,7.06063104
 07/24  17:00:00,18.0875,9.7375,7.06063104
 07/24  18:00:00,16.7875,8.9,5.20257024
 07/24  19:00:00,15.4875,8.0375,2.97289728
 07/24  20:00:00,14.5625,7.2625,2.97289728
 07/24  21:00:00,13.8,6.625,0.74322432
 07/24  22:00:00,13.0625,5.9625,0.74322432
 07/24  23:00:00,12.8,5.575,0.37161216
 07/24  24:00:00,12.8,5.4375,0.37161216
 07/25  01:00:00,12.8,5.275,0
 07/25  02:00:00,12.675,5.075,0
 07/25  03:00:00,12.475,4.875,0
 07/25  04:00:00,12.275,4.675,0
 07/25  05:00:00,12.6375,4.1625,0
 07/25  06:00:00,13.4,3.525,0
 07/25  07:00:00,14.1375,2.8625,0.74322432
 07/25  08:00:00,15.3375,2.7875,1.48644864
 07/25  09:00:00,16.8375,3.15,7.06063104
 07/25  10:00:00,18.3375,3.4875,7.06063104
 07/25  11:00:00,19.7125,4.1625,7.06063104
 07/25  12:00:00,21.0125,5,7.06063104
 07/25  13:00:00,22.3125,5.8625,3.7161216
 07/25  14:00:00,22.2375,6.825,7.06063104
 07/25  15:00:00,21.275,7.8875,7.06063104
 07/25  16:00:00,20.3375,8.925,7.06063104
 07/25  17:00:00,18.8125,9.425,7.06063104
 07/25  18:00:00,16.975,9.5625,5.20257024
 07/25  19:00:00,15.1125,9.725,2.97289728
 07/25  20:00:00,14.0875,8.8625,2.97289728
 07/25  21:00:00,13.525,7.3,0.74322432
 07/25  22:00:00,12.9875,5.7625,0.74322432
 07/25  23:00:00,12.675,4.8875,0.37161216
 07/25  24:00:00,12.475,4.325,0.37161216
 07/26  01:00:00,12.275,3.7875,0
 07/26  02:00:00,12.075,3.6,0
 07/26  03:00:00,11.9375,3.6,0
 07/26  04:00:00,11.775,3.6,0
 07/26  05:00:00,12.2625,3.0375,0
 07/26  06:00:00,13.1625,2.2,0
 07/26  07:00:00,14.0625,1.3375,0.74322432
 07/26  08:00:00,15.2125,1.5625,1.48644864
 07/26  09:00:00,16.5125,2.4,7.06063104
 07/26  10:00:00,17.8125,3.2625,7.06063104
 07/26  11:00:00,19.2375,3.7875,7.06063104
 07/26  12:00:00,20.7375,4.15,7.06063104
 07/26  13:00:00,22.2375,4.4875,3.7161216
 07/26  14:00:00,21.9875,5.6625,7.06063104
 07/26  15:00:00,20.6875,7.425,7.06063104
 07/26  16:00:00,19.3875,9.1625,7.06063104
 07/26  17:00:00,17.9625,9.6125,7.06063104
 07/26  18:00:00,16.4625,9.25,5.20257024
 07/26  19:00:00,14.9625,8.9125,2.97289728
 07/26  20:00:00,14.0875,8.2375,2.97289728
 07/26  21:00:00,13.525,7.4,0.74322432
 07/26  22:00:00,12.9875,6.5375,0.74322432
 07/26  23:00:00,12.8,5.6375,0.37161216
 07/26  24:00:00,12.8,4.8,0.37161216
 07/27  01:00:00,12.8,3.9375,0
 07/27  02:00:00,12.8,3.4125,0
 07/27  03:00:00,12.8,3.05,0
 07/27  04:00:00,12.8,2.7125,0
 07/27  05:00:00,13.2375,2.35,0
 07/27  06:00:00,14,2.0125,0
 07/27  07:00:00,14.7375,1.65,0.74322432
 07/27  08:00:00,15.9375,1.75,1.48644864
 07/27  09:00:00,17.375,2.0875,7.06063104
 07/27  10:00:00,18.8375,2.45,7.06063104
 07/27  11:00:00,19.9625,3.475,7.06063104
 07/27  12:00:00,20.925,4.8125,7.06063104
 07/27  13:00:00,21.8625,6.175,3.7161216
 07/27  14:00:00,21.6375,7.2625,7.06063104
 07/27  15:00:00,20.675,8.1,7.06063104
 07/27  16:00:00,19.7375,8.9625,7.06063104
 07/27  17:00:00,19.0875,8.55,7.06063104
 07/27  18:00:00,18.525,7.35,5.20257024
 07/27  19:00:00,17.9875,6.15,2.97289728
 07/27  20:00:00,17.1125,5.7,2.97289728
 07/27  21:00:00,15.95,5.7,0.74322432
 07/27  22:00:00,14.8125,5.7,0.74322432
 07/27  23:00:00,14.15,5.3875,0.37161216
 07/27  24:00:00,13.8125,4.825,0.37161216
 07/28  01:00:00,13.45,4.2875,0
 07/28  02:00:00,13.3,4.35,0
 07/28  03:00:00,13.3,4.6875,0
 07/28  04:00:00,13.3,5.05,0
 07/28  05:00:00,13.55,5.325,0
 07/28  06:00:00,13.8875,5.4625,0
 07/28  07:00:00,14.25,5.625,0.74322432
 07/28  08:00:00,14.775,5.7,0.74322432
 07/28  09:00:00,15.3125,5.7,3.7161216
 07/28  10:00:00,15.875,5.7,3.7161216
 07/28  11:00:00,16.475,6.6375,3.7161216
 07/28  12:00:00,17.0125,8.2,3.7161216
 07/28  13:00:00,17.575,9.7375,3.7161216
 07/28  14:00:00,17.675,10.3,3.7161216
 07/28  15:00:00,17.475,10.3,0.74322432
 07/28  16:00:00,17.275,10.3,0.74322432
 07/28  17:00:00,16.6375,10.1125,0.74322432
 07/28  18:00:00,15.675,9.75,0
 07/28  19:00:00,14.7375,9.4125,0
 07/28  20:00:00,14.15,8.8625,0
 07/28  21:00:00,13.8125,8.1625,0
 07/28  22:00:00,13.45,7.4625,0
 07/28  23:00:00,13.175,6.6375,0
 07/28  24:00:00,13.0375,5.8,0
 07/29  01:00:00,12.875,4.9375,0
 07/29  02:00:00,12.8,4.2875,0
 07/29  03:00:00,12.8,3.7875,0
 07/29  04:00:00,12.8,3.2875,0
 07/29  05:00:00,13.1125,2.7875,0
 07/29  06:00:00,13.675,2.225,0
 07/29  07:00:00,14.2125,1.6875,0
 07/29  08:00:00,15.3375,1.75,0
 07/29  09:00:00,16.8375,2.0875,0
 07/29  10:00:00,18.3375,2.45,0
 07/29  11:00:00,19.5875,3.35,0
 07/29  12:00:00,20.6875,4.55,0
 07/29  13:00:00,21.7875,5.75,0
 07/29  14:00:00,21.95,6.825,0
 07/29  15:00:00,21.6125,7.8875,0
 07/29  16:00:00,21.25,8.925,0
 07/29  17:00:00,20.1625,8.9875,0
 07/29  18:00:00,18.725,8.425,0
 07/29  19:00:00,17.2625,7.8875,0
 07/29  20:00:00,16.45,7.2,0
 07/29  21:00:00,16.1125,6.3375,0
 07/29  22:00:00,15.75,5.5,0
 07/29  23:00:00,15.475,4.1375,0
 07/29  24:00:00,15.275,2.375,0
 07/30  01:00:00,15.075,0.6375,0
 07/30  02:00:00,14.875,0.625,0
 07/30  03:00:00,14.675,1.6875,0
 07/30  04:00:00,14.475,2.725,0
 07/30  05:00:00,14.775,3.6625,0
 07/30  06:00:00,15.3125,4.5,0
 07/30  07:00:00,15.875,5.3625,0.74322432
 07/30  08:00:00,16.6625,5.7,1.48644864
 07/30  09:00:00,17.625,5.7,7.06063104
 07/30  10:00:00,18.5625,5.7,7.06063104
 07/30  11:00:00,19.4625,5.825,7.06063104
 07/30  12:00:00,20.425,5.9625,7.06063104
 07/30  13:00:00,21.3625,6.125,3.7161216
 07/30  14:00:00,21.325,6.325,7.06063104
 07/30  15:00:00,20.7875,6.4625,7.06063104
 07/30  16:00:00,20.225,6.625,7.06063104
 07/30  17:00:00,19.4375,6.075,7.06063104
 07/30  18:00:00,18.475,5.0125,5.20257024
 07/30  19:00:00,17.5375,3.975,2.97289728
 07/30  20:00:00,16.8875,3.6,2.97289728
 07/30  21:00:00,16.325,3.6,0.74322432
 07/30  22:00:00,15.7875,3.6,0.74322432
 07/30  23:00:00,15.725,3.7875,0.37161216
 07/30  24:00:00,15.8625,4.15,0.37161216
 07/31  01:00:00,16.025,4.4875,0
 07/31  02:00:00,15.975,4.725,0
 07/31  03:00:00,15.8375,4.925,0
 07/31  04:00:00,15.675,5.125,0
 07/31  05:00:00,15.6,4.6375,0
 07/31  06:00:00,15.6,3.8,0
 07/31  07:00:00,15.6,2.9375,0.74322432
 07/31  08:00:00,15.9125,3.1625,1.48644864
 07/31  09:00:00,16.475,4,7.06063104
 07/31  10:00:00,17.0125,4.8625,7.06063104
 07/31  11:00:00,17.575,5.3875,7.06063104
 07/31  12:00:00,18.1125,5.75,7.06063104
 07/31  13:00:00,18.675,6.0875,3.7161216
 07/31  14:00:00,19.15,6.5125,7.06063104
 07/31  15:00:00,19.4875,7.0125,7.06063104
 07/31  16:00:00,19.85,7.5125,7.06063104
 07/31  17:00:00,19.3125,7.3875,7.06063104
 07/31  18:00:00,18.2125,6.8875,5.20257024
 07/31  19:00:00,17.1125,6.3875,2.97289728
 07/31  20:00:00,16.45,5.8875,2.97289728
 07/31  21:00:00,16.1125,5.325,0.74322432
 07/31  22:00:00,15.9375,4.9125,0.74322432
 07/31  23:00:00,15.775,4.6125,0.37161216
 07/31  24:00:00,15.6375,4.3125,0.37161216
 08/01  01:00:00,15.475,4.075,0
 08/01  02:00:00,15.3375,3.8125,0
 08/01  03:00:00,15.175,3.5125,0
 08/01  04:00:00,15.0375,3.2125,0
 08/01  05:00:00,15,5.0375,0
 08/01  06:00:00,15.375,5.2,0
 08/01  07:00:00,15.9125,5.6,0.74322432
 08/01  08:00:00,16.475,6.5125,1.48644864
 08/01  09:00:00,17.3875,5.075,7.06063104
 08/01  10:00:00,18.4875,5.1,7.06063104
 08/01  11:00:00,19.5875,6.95,7.06063104
 08/01  12:00:00,20,8.7,7.06063104
 08/01  13:00:00,20,9.6125,3.7161216
 08/01  14:00:00,19.625,10.1125,7.06063104
 08/01  15:00:00,19.4,11.6125,7.06063104
 08/01  16:00:00,19.0875,12.4,7.06063104
 08/01  17:00:00,18.9,10.775,7.06063104
 08/01  18:00:00,18.2125,9.8,5.20257024
 08/01  19:00:00,17.1125,10.425,2.97289728
 08/01  20:00:00,16.325,9.8625,2.97289728
 08/01  21:00:00,15.7875,8.6125,0.74322432
 08/01  22:00:00,15.225,6.6375,0.74322432
 08/01  23:00:00,14.625,5.7,0.37161216
 08/01  24:00:00,14.4,2.1375,0.37161216
 08/02  01:00:00,14.0875,0.9375,0
 08/02  02:00:00,13.525,0.5625,0
 08/02  03:00:00,13.3,0,0
 08/02  04:00:00,12.9875,0,0
 08/02  05:00:00,13.8,0,0
 08/02  06:00:00,14.0875,0,0
 08/02  07:00:00,15.65,0,0.74322432
 08/02  08:00:00,18.075,1.3125,1.48644864
 08/02  09:00:00,20.275,0.7875,7.06063104
 08/02  10:00:00,21.7875,1.3125,7.06063104
 08/02  11:00:00,24.325,2.1,7.06063104
 08/02  12:00:00,26.2875,2.4125,7.06063104
 08/02  13:00:00,28.3875,4.225,3.7161216
 08/02  14:00:00,28.4,7.7625,7.06063104
 08/02  15:00:00,28.1125,9.3,7.06063104
 08/02  16:00:00,26.6125,10.55,7.06063104
 08/02  17:00:00,24.1625,10.675,7.06063104
 08/02  18:00:00,22.6125,9.675,5.20257024
 08/02  19:00:00,19.7625,8.3,2.97289728
 08/02  20:00:00,17.3,7.3875,2.97289728
 08/02  21:00:00,16.325,4.95,0.74322432
 08/02  22:00:00,16.1,2.975,0.74322432
 08/02  23:00:00,15.7875,0.975,0.37161216
 08/02  24:00:00,15.225,0,0.37161216
 08/03  01:00:00,15,0,0
 08/03  02:00:00,14.625,1.9375,0
 08/03  03:00:00,14.4,2.7875,0
 08/03  04:00:00,14.0875,2.6,0
 08/03  05:00:00,14.2125,0.975,0
 08/03  06:00:00,15.15,0,0
 08/03  07:00:00,17.6625,0,0.74322432
 08/03  08:00:00,20.9625,0,1.48644864
 08/03  09:00:00,22.575,1.3125,7.06063104
 08/03  10:00:00,23.1125,2.725,7.06063104
 08/03  11:00:00,24.7375,4.4125,7.06063104
 08/03  12:00:00,25.9125,6.45,7.06063104
 08/03  13:00:00,26.475,7.2,3.7161216
 08/03  14:00:00,26.325,9.1375,7.06063104
 08/03  15:00:00,26.7875,9.3625,7.06063104
 08/03  16:00:00,26.2,8.8,7.06063104
 08/03  17:00:00,22.7875,9.425,7.06063104
 08/03  18:00:00,19.35,8.8,5.20257024
 08/03  19:00:00,17.3,8.2,2.97289728
 08/03  20:00:00,16.0125,7.2625,2.97289728
 08/03  21:00:00,14.85,6.7,0.74322432
 08/03  22:00:00,14.4,5.075,0.74322432
 08/03  23:00:00,14.0875,4.1,0.37161216
 08/03  24:00:00,13.9,4.1,0.37161216
 08/04  01:00:00,13.9,3.475,0
 08/04  02:00:00,13.9,3.1,0
 08/04  03:00:00,13.525,2.475,0
 08/04  04:00:00,13.3,2.1,0
 08/04  05:00:00,13.3,0.7875,0
 08/04  06:00:00,12.9875,0,0
 08/04  07:00:00,13.8,0,0.74322432
 08/04  08:00:00,15.8375,0,0.74322432
 08/04  09:00:00,17.7,1.9375,3.7161216
 08/04  10:00:00,18.9875,3.1,3.7161216
 08/04  11:00:00,19.775,3.725,3.7161216
 08/04  12:00:00,20.6875,3.475,3.7161216
 08/04  13:00:00,22.475,5.6625,3.7161216
 08/04  14:00:00,22.3,8.825,3.7161216
 08/04  15:00:00,21.325,8.4875,0.74322432
 08/04  16:00:00,21.1,8.7,0.74322432
 08/04  17:00:00,20.4125,8.6125,0.74322432
 08/04  18:00:00,19.3125,6.95,0
 08/04  19:00:00,17.8375,6.5125,0
 08/04  20:00:00,16.8875,5.3875,0
 08/04  21:00:00,16.325,4.975,0
 08/04  22:00:00,15.7875,5.2,0
 08/04  23:00:00,15.225,4.5125,0
 08/04  24:00:00,15,4.7875,0
 08/05  01:00:00,15,2.8875,0
 08/05  02:00:00,14.3125,2.1875,0
 08/05  03:00:00,14.2125,4.225,0
 08/05  04:00:00,14.0875,5.5125,0
 08/05  05:00:00,13.9,4.7,0
 08/05  06:00:00,13.9,3.475,0
 08/05  07:00:00,14.9625,4.725,0
 08/05  08:00:00,15.9125,6.0125,0
 08/05  09:00:00,17.1625,6.825,0
 08/05  10:00:00,17.8,6.575,0
 08/05  11:00:00,18.1125,7.45,0
 08/05  12:00:00,19.3625,8.2,0
 08/05  13:00:00,20.375,7.8875,0
 08/05  14:00:00,19.85,7.3875,0
 08/05  15:00:00,18.7125,8.5125,0
 08/05  16:00:00,17.9875,7.3625,0
 08/05  17:00:00,17.1125,6.825,0
 08/05  18:00:00,15.6375,6.8875,0
 08/05  19:00:00,15,6.7,0
 08/05  20:00:00,14.625,7.0125,0
 08/05  21:00:00,14.4,5.95,0
 08/05  22:00:00,14.4,4.2,0
 08/05  23:00:00,14.0875,2.975,0
 08/05  24:00:00,14.5875,2.6,0
 08/06  01:00:00,14.3125,3.5375,0
 08/06  02:00:00,13.525,4.1,0
 08/06  03:00:00,13.3,4.1,0
 08/06  04:00:00,13.3,2.475,0
 08/06  05:00:00,12.6125,1.875,0
 08/06  06:00:00,12.8875,0.7875,0
 08/06  07:00:00,14.7375,0,0.74322432
 08/06  08:00:00,16.6,1.625,1.48644864
 08/06  09:00:00,17.8875,2.6,7.06063104
 08/06  10:00:00,18.675,2.2875,7.06063104
 08/06  11:00:00,19.9625,2.725,7.06063104
 08/06  12:00:00,21.2875,3.4125,7.06063104
 08/06  13:00:00,21.7,6.85,3.7161216
 08/06  14:00:00,22.0125,9.425,7.06063104
 08/06  15:00:00,21.5125,9.4875,7.06063104
 08/06  16:00:00,19.725,9.925,7.06063104
 08/06  17:00:00,17.8375,10.3,7.06063104
 08/06  18:00:00,16.2,10.3,5.20257024
 08/06  19:00:00,15.225,9.3625,2.97289728
 08/06  20:00:00,15,7.8,2.97289728
 08/06  21:00:00,15,6.575,0.74322432
 08/06  22:00:00,14.625,6.5125,0.74322432
 08/06  23:00:00,14.4,5.3875,0.37161216
 08/06  24:00:00,14.0875,4.975,0.37161216
 08/07  01:00:00,13.525,4.825,0
 08/07  02:00:00,13.3,4.6,0
 08/07  03:00:00,12.9875,3.6625,0
 08/07  04:00:00,12.425,2.1,0
 08/07  05:00:00,11.8875,0.5625,0
 08/07  06:00:00,12.3875,0,0
 08/07  07:00:00,14.175,0,0.74322432
 08/07  08:00:00,16.0625,3.25,1.48644864
 08/07  09:00:00,17.7,5.825,7.06063104
 08/07  10:00:00,18.9875,5.575,7.06063104
 08/07  11:00:00,19.4,6.1375,7.06063104
 08/07  12:00:00,19.775,5.7625,7.06063104
 08/07  13:00:00,20.375,5.5125,3.7161216
 08/07  14:00:00,20.6,9.8875,7.06063104
 08/07  15:00:00,20.6,7.9,7.06063104
 08/07  16:00:00,19.85,6.7625,7.06063104
 08/07  17:00:00,19.0875,7.3875,7.06063104
 08/07  18:00:00,18.2125,5.2625,5.20257024
 08/07  19:00:00,16.7375,3.1625,2.97289728
 08/07  20:00:00,15.7875,2.6,2.97289728
 08/07  21:00:00,15.225,4.85,0.74322432
 08/07  22:00:00,14.625,4.8875,0.74322432
 08/07  23:00:00,13.7125,2.85,0.37161216
 08/07  24:00:00,13.9875,4.35,0.37161216
 08/08  01:00:00,13.7125,5.3875,0
 08/08  02:00:00,13.3,5.825,0
 08/08  03:00:00,13.3,5.2,0
 08/08  04:00:00,13.3,4.6,0
 08/08  05:00:00,13.675,5.6,0
 08/08  06:00:00,13.2125,4.575,0
 08/08  07:00:00,13.8,3.6,0.74322432
 08/08  08:00:00,15.8375,1.35,1.48644864
 08/08  09:00:00,17.7,1.9375,7.06063104
 08/08  10:00:00,19.3625,3.4125,7.06063104
 08/08  11:00:00,20.375,3.6,7.06063104
 08/08  12:00:00,21.2875,4.6,7.06063104
 08/08  13:00:00,23.7625,6.1375,3.7161216
 08/08  14:00:00,24.3125,8.95,7.06063104
 08/08  15:00:00,23.525,9.9875,7.06063104
 08/08  16:00:00,22.9875,10.1125,7.06063104
 08/08  17:00:00,22.425,10.3,7.06063104
 08/08  18:00:00,21.5125,8.9875,5.20257024
 08/08  19:00:00,19.725,7.8875,2.97289728
 08/08  20:00:00,17.8375,6.7625,2.97289728
 08/08  21:00:00,16.5125,6.2,0.74322432
 08/08  22:00:00,15.4125,5.575,0.74322432
 08/08  23:00:00,14.625,5.2,0.37161216
 08/08  24:00:00,14.0875,4.5125,0.37161216
 08/09  01:00:00,13.9,3.475,0
 08/09  02:00:00,13.525,2.475,0
 08/09  03:00:00,13.675,0.7875,0
 08/09  04:00:00,13.525,0.9375,0
 08/09  05:00:00,13.675,0.5625,0
 08/09  06:00:00,14.2125,0,0
 08/09  07:00:00,16.525,0,0.74322432
 08/09  08:00:00,19.175,0.9375,1.48644864
 08/09  09:00:00,20.6875,2.1875,7.06063104
 08/09  10:00:00,21.475,2.2875,7.06063104
 08/09  11:00:00,22.7,3.35,7.06063104
 08/09  12:00:00,25.425,4.7875,7.06063104
 08/09  13:00:00,26.325,6.45,3.7161216
 08/09  14:00:00,27.475,7.825,7.06063104
 08/09  15:00:00,28.675,9.5125,7.06063104
 08/09  16:00:00,25.775,10.925,7.06063104
 08/09  17:00:00,22.15,10.9875,7.06063104
 08/09  18:00:00,20.7875,8.55,5.20257024
 08/09  19:00:00,20.225,7.2,2.97289728
 08/09  20:00:00,17.9375,6.2625,2.97289728
 08/09  21:00:00,15.6375,5.0125,0.74322432
 08/09  22:00:00,14.3125,4.6,0.74322432
 08/09  23:00:00,13.2125,4.6,0.37161216
 08/09  24:00:00,12.8,3.6625,0.37161216
 08/10  01:00:00,12.425,3.1,0
 08/10  02:00:00,11.8875,2.475,0
 08/10  03:00:00,11.7,2.4125,0
 08/10  04:00:00,12.0125,2.9125,0
 08/10  05:00:00,12.575,3.1,0
 08/10  06:00:00,12.425,2.7875,0
 08/10  07:00:00,13.575,0.975,0.74322432
 08/10  08:00:00,15.4625,0,1.48644864
 08/10  09:00:00,16.1,0,7.06063104
 08/10  10:00:00,17.85,2.5625,7.06063104
 08/10  11:00:00,19.9625,3.475,7.06063104
 08/10  12:00:00,20.6,4.4125,7.06063104
 08/10  13:00:00,21.2875,4.2,3.7161216
 08/10  14:00:00,22.7,3.2875,7.06063104
 08/10  15:00:00,23.675,4.4125,7.06063104
 08/10  16:00:00,22.525,5.825,7.06063104
 08/10  17:00:00,21.7,6.5125,7.06063104
 08/10  18:00:00,20.2625,7.0125,5.20257024
 08/10  19:00:00,18.4,4.95,2.97289728
 08/10  20:00:00,16.7375,4.6,2.97289728
 08/10  21:00:00,15.7875,3.2625,0.74322432
 08/10  22:00:00,15.225,2.725,0.74322432
 08/10  23:00:00,14.625,5.35,0.37161216
 08/10  24:00:00,14.4,5.3875,0.37161216
 08/11  01:00:00,14.0875,4.2875,0
 08/11  02:00:00,13.2125,2.85,0
 08/11  03:00:00,13.1125,2.725,0
 08/11  04:00:00,13.3,2.7875,0
 08/11  05:00:00,12.6125,1.9125,0
 08/11  06:00:00,12.8875,2.5,0
 08/11  07:00:00,13.9875,3.4125,0.74322432
 08/11  08:00:00,15.15,4.225,0.74322432
 08/11  09:00:00,17.2875,3.975,3.7161216
 08/11  10:00:00,18.3,4.225,3.7161216
 08/11  11:00:00,19.3625,3.975,3.7161216
 08/11  12:00:00,21.0625,4.225,3.7161216
 08/11  13:00:00,22.3875,5.6,3.7161216
 08/11  14:00:00,23.1125,3.95,3.7161216
 08/11  15:00:00,23.675,3.5375,0.74322432
 08/11  16:00:00,23.525,4.1,0.74322432
 08/11  17:00:00,22.6125,4.4125,0.74322432
 08/11  18:00:00,20.825,6.225,0
 08/11  19:00:00,18.25,6.575,0
 08/11  20:00:00,16.5125,4.8875,0
 08/11  21:00:00,16.1,4.1,0
 08/11  22:00:00,15.7875,3.475,0
 08/11  23:00:00,15.6,2.475,0
 08/11  24:00:00,15.225,0.7875,0
 08/12  01:00:00,15,0,0
 08/12  02:00:00,14.625,0,0
 08/12  03:00:00,14.0875,0,0
 08/12  04:00:00,13.525,0.9375,0
 08/12  05:00:00,13.3,1.875,0
 08/12  06:00:00,13.675,2.1,0
 08/12  07:00:00,14.9625,2.1,0
 08/12  08:00:00,16.6,4.6625,0
 08/12  09:00:00,18.2625,4.575,0
 08/12  10:00:00,19.9625,2.975,0
 08/12  11:00:00,20.6,4.225,0
 08/12  12:00:00,21.2875,4.5125,0
 08/12  13:00:00,21.7,5.4125,0
 08/12  14:00:00,22.3875,5.575,0
 08/12  15:00:00,22.425,5.5125,0
 08/12  16:00:00,21.2,6.0125,0
 08/12  17:00:00,19.5375,6.825,0
 08/12  18:00:00,17.8375,6.8875,0
 08/12  19:00:00,16.5125,5.7625,0
 08/12  20:00:00,15.7875,5.2,0
 08/12  21:00:00,15.6,5.2,0
 08/12  22:00:00,15.225,4.825,0
 08/12  23:00:00,15,4.6,0
 08/12  24:00:00,15,4.6,0
 08/13  01:00:00,15,4.975,0
 08/13  02:00:00,15,4.5125,0
 08/13  03:00:00,15,4.7875,0
 08/13  04:00:00,15,4.2,0
 08/13  05:00:00,15,3.9125,0
 08/13  06:00:00,14.625,3.7875,0
 08/13  07:00:00,15.15,3.2875,0.74322432
 08/13  08:00:00,16.2875,2.7875,1.48644864
 08/13  09:00:00,17.7,2.2875,7.06063104
 08/13  10:00:00,18.9875,2.4125,7.06063104
 08/13  11:00:00,20.15,4.85,7.06063104
 08/13  12:00:00,20.9125,5.8875,7.06063104
 08/13  13:00:00,21.1,5.3875,3.7161216
 08/13  14:00:00,21.1,5.2,7.06063104
 08/13  15:00:00,21.1,7.7625,7.06063104
 08/13  16:00:00,20.4125,9.925,7.06063104
 08/13  17:00:00,19.3125,8.675,7.06063104
