Date/Time,Environment:Outdoor Dry Bulb [C](Hourly),ZN_1_FLR_1_SEC_4:Zone People Number Of Occupants [](Hourly),ZN_1_FLR_1_SEC_4:Zone Lights Electric Power [W](Hourly),ZN_1_FLR_1_SEC_4:Zone Electric Equipment Electric Consumption [J](Hourly),80224C:Window Transmitted Solar Energy[J](Hourly),ZN_1_FLR_1_SEC_4:Zone Mean Radiant Temperature [C](Hourly),ZN_1_FLR_1_SEC_4:Zone Mean Air Temperature [C](Hourly),ZN_1_FLR_1_SEC_4:Zone Operative Temperature [C](Hourly),ZN_1_FLR_1_SEC_4:Zone Infiltration Air Change Rate [ach](Hourly),ZN_1_FLR_1_SEC_4:Zone Ventilation Air Change Rate [ach](Hourly) 
 01/21  02:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.72096647323706,9.24229699365725,8.98163173344716,0.497436010627142,0.0 
 01/21  03:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.72468134284702,9.24560860582944,8.98514497433823,0.497441844055202,0.0 
 01/21  04:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.72811596074939,9.24862721756475,8.98837158915707,0.497447161360928,0.0 
 01/21  05:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.73134380236703,9.25143792124987,8.99139086180845,0.497452112435174,0.0 
 01/21  06:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.73440917345711,9.25409101910419,8.99425009628065,0.497456785885639,0.0 
 01/21  07:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.73733987978004,9.25661752632788,8.99697870305396,0.497461236345826,0.0 
 01/21  08:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.73133075094789,9.16490245309449,8.94811660202119,0.248649839800718,0.0 
 01/21  09:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.71563770903814,9.13404799173932,8.92484285038873,0.248622664625738,0.0 
 01/21  10:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.70601903985746,9.12310580992582,8.91456242489164,0.248613027260755,0.0 
 01/21  11:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.69931297492774,9.11621180877159,8.90776239184966,0.248606955345076,0.0 
 01/21  12:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.69329624790051,9.11050988972523,8.90190306881287,0.248601933359893,0.0 
 01/21  13:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.68765918216652,9.10523984875439,8.89644951546046,0.248597291752836,0.0 
 01/21  14:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.6823174052918,9.10028939076189,8.89130339802684,0.248592931619609,0.0 
 01/21  15:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.67720965393667,9.09558417029517,8.88639691211592,0.248588787480193,0.0 
 01/21  16:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.67229569965702,9.09107538359,8.88168554162351,0.248584816350498,0.0 
 01/21  17:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.66754917860513,9.08673140943586,8.8771402940205,0.248580990380039,0.0 
 01/21  18:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.6629524422441,9.08253146484335,8.87274195354373,0.248577291264119,0.0 
 01/21  19:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.65849327980156,9.07846151351672,8.86847739665914,0.248573706640221,0.0 
 01/21  20:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.65416288336674,9.07451172415073,8.86433730375874,0.248570227849397,0.0 
 01/21  21:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.64995458960514,9.07067490200468,8.86031474580491,0.24856684855484,0.0 
 01/21  22:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.65537930250957,9.16875531048981,8.91206730649969,0.497306466436739,0.0 
 01/21  23:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.67064905424484,9.19667193818428,8.93366049621456,0.497355641772113,0.0 
 01/21  24:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.67912621591891,9.20569878855533,8.94241250223712,0.497371542632317,0.0 
 01/21  01:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.86877700338774,9.37127508973163,9.12002604655968,0.497663206447476,0.0 
 01/21  02:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.87238271454828,9.37457414497762,9.12347842976295,0.497669017756426,0.0 
 01/21  03:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.87560873282101,9.37745406359696,9.12653139820899,0.497674090753262,0.0 
 01/21  04:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.87858050169772,9.38006617239094,9.12932333704433,0.497678692001212,0.0 
 01/21  05:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.88136731177858,9.38249129715719,9.13192930446788,0.497682963875483,0.0 
 01/21  06:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.88401026430124,9.38477628194901,9.13439327312513,0.497686988892215,0.0 
 01/21  07:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.88653492715254,9.38694972087623,9.13674232401439,0.49769081742012,0.0 
 01/21  08:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.88095284800188,9.30283682543848,9.09189483672018,0.248771325982602,0.0 
 01/21  09:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.86653685582298,9.27432705822301,9.07043195702299,0.248746215905205,0.0 
 01/21  10:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.85780455493748,9.26431977833677,9.06106216663712,0.248737401958372,0.0 
 01/21  11:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.85162090062757,9.25804203615917,9.05483146839337,0.248731872814944,0.0 
 01/21  12:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.84598484817764,9.25269446317607,9.04933965567685,0.248727162921301,0.0 
 01/21  13:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.84072327735612,9.24777521303456,9.04424924519534,0.248722830274491,0.0 
 01/21  14:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.83574106910956,9.24316096366456,9.03945101638706,0.248718766258191,0.0 
 01/21  15:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.83097772908749,9.23877665401794,9.03487719155271,0.248714904762106,0.0 
 01/21  16:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.826395033073,9.23457548692137,9.03048525999719,0.248711204569461,0.0 
 01/21  17:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.82196829115462,9.23052774043027,9.02624801579244,0.24870763950255,0.0 
 01/21  18:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.81768106914283,9.22661403628405,9.02214755271344,0.248704192493904,0.0 
 01/21  19:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.81352202022209,9.22282132911887,9.01817167467048,0.24870085205378,0.0 
 01/21  20:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.80948296393669,9.21914049213569,9.01431172803619,0.248697610143707,0.0 
 01/21  21:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.80555771047622,9.21556484735203,9.01056127891412,0.248694460882029,0.0 
 01/21  22:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.81036597274915,9.30537284788311,9.05786941031613,0.497547119186517,0.0 
 01/21  23:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.82416020493679,9.33102045820373,9.07759033157026,0.497592297631878,0.0 
 01/21  24:00:00,10.7,0.0,57.6339651272034,605156.633835636,0.0,8.83159643767262,9.3390350016929,9.08531571968276,0.497606415306409,0.0 
 01/21  01:00:00,11.9,0.0,57.6339651272034,605156.633835636,0.0,11.897859611068,12.1419929760185,12.0199262935433,0.500428226636231,0.0 
 01/21  02:00:00,11.9,0.0,57.6339651272034,605156.633835636,0.0,11.8941765147037,12.138944208065,12.0165603613843,0.500422878818616,0.0 
 01/21  03:00:00,11.9,0.0,57.6339651272034,605156.633835636,0.0,11.8906756584297,12.1360708006495,12.0133732295396,0.500417838599427,0.0 
 01/21  04:00:00,11.9,0.0,57.6339651272034,605156.633835636,0.0,11.8873226997118,12.1333300709885,12.0103263853501,0.500413031109136,0.0 
 01/21  05:00:00,11.9,0.0,57.6339651272034,605156.633835636,0.0,11.8840987469037,12.1307005792964,12.0073996631001,0.500408418740443,0.0 
 01/21  06:00:00,11.9,0.0,57.6339651272034,605156.633835636,0.0,11.8809918424437,12.12816964965,12.0045807460469,0.500403979258558,0.0 
 01/21  07:00:00,11.9,0.0,57.6339651272034,605156.633835636,0.0,11.877993647169,12.1257289155804,12.0018612813747,0.500399697987957,0.0 
 01/21  08:00:00,11.9,0.0,57.6339651272034,605156.633835636,0.0,11.8761613696998,12.1400146107271,12.0080879902134,0.250212378201351,0.0 
 01/21  09:00:00,11.9,0.0,57.6339651272034,605156.633835636,0.0,11.8759019125445,12.1437054534598,12.0098036830022,0.250215615239073,0.0 
 01/21  10:00:00,11.9,0.0,57.6339651272034,605156.633835636,0.0,11.874996587315,12.1433433596459,12.0091699734805,0.250215297666258,0.0 
 01/21  11:00:00,11.9,0.0,57.6339651272034,605156.633835636,0.0,11.8738243250451,12.1424339848926,12.0081291549688,0.25021450010304,0.0 
 01/21  12:00:00,11.9,0.0,57.6339651272034,605156.633835636,0.0,11.8725671394551,12.1413729445412,12.0069700419981,0.250213569522175,0.0 
 01/21  13:00:00,11.9,0.0,57.6339651272034,605156.633835636,0.0,11.8712889103242,12.1402642619149,12.0057765861195,0.25021259715685,0.0 
 01/21  14:00:00,11.9,0.0,57.6339651272034,605156.633835636,0.0,11.8700160772282,12.1391467857125,12.0045814314703,0.250211617079161,0.0 
 01/21  15:00:00,11.9,0.0,57.6339651272034,605156.633835636,0.0,11.8687612891688,12.1380381104874,12.0033996998281,0.250210644720331,0.0 
 01/21  16:00:00,11.9,0.0,57.6339651272034,605156.633835636,0.0,11.8675310828704,12.1369471524606,12.0022391176655,0.250209687900298,0.0 
 01/21  17:00:00,11.9,0.0,57.6339651272034,605156.633835636,0.0,11.8663288759601,12.1358786397933,12.0011037578767,0.250208750765867,0.0 
 01/21  18:00:00,11.9,0.0,57.6339651272034,605156.633835636,0.0,11.8651563526236,12.1348350476824,11.999995700153,0.250207835487893,0.0 
 01/21  19:00:00,11.9,0.0,57.6339651272034,605156.633835636,0.0,11.8640141901711,12.1338175637061,11.9989158769386,0.25020694310796,0.0 
 01/21  20:00:00,11.9,0.0,57.6339651272034,605156.633835636,0.0,11.8629024697069,12.1328266172367,11.9978645434718,0.250206074002628,0.0 
 01/21  21:00:00,11.9,0.0,57.6339651272034,605156.633835636,0.0,11.8618209179075,12.1318621858881,11.9968415518978,0.250205228152278,0.0 
 01/21  22:00:00,11.9,0.0,57.6339651272034,605156.633835636,0.0,11.8597197881066,12.1148251636207,11.9872724758637,0.50038057181058,0.0 
 01/21  23:00:00,11.9,0.0,57.6339651272034,605156.633835636,0.0,11.8562818555455,12.1086259954069,11.9824539254762,0.500369697903041,0.0 
 01/21  24:00:00,11.9,0.0,57.6339651272034,605156.633835636,0.0,11.8536079077486,12.1060981898125,11.9798530487805,0.500365263901029,0.0 
 01/21  01:00:00,12.1,0.0,57.6339651272034,605156.633835636,0.0,12.0166197638268,12.2739961051093,12.1453079344681,0.500308737289494,0.0 
 01/21  02:00:00,12.1,0.0,57.6339651272034,605156.633835636,0.0,12.0132008656701,12.2711646572442,12.1421827614572,0.500303774153508,0.0 
 01/21  03:00:00,12.1,0.0,57.6339651272034,605156.633835636,0.0,12.0099388001029,12.2684807785758,12.1392097893393,0.500299069685879,0.0 
 01/21  04:00:00,12.1,0.0,57.6339651272034,605156.633835636,0.0,12.0068076930575,12.2659127872315,12.1363602401445,0.500294568352707,0.0 
 01/21  05:00:00,12.1,0.0,57.6339651272034,605156.633835636,0.0,12.0037929787106,12.2634444125884,12.1336186956495,0.500290241633826,0.0 
 01/21  06:00:00,12.1,0.0,57.6339651272034,605156.633835636,0.0,12.0008851883662,12.261065788694,12.1309754885301,0.500286072235524,0.0 
 01/21  07:00:00,12.1,0.0,57.6339651272034,605156.633835636,0.0,11.9980775268485,12.2587702195833,12.1284238732159,0.500282048420782,0.0 
 01/21  08:00:00,12.1,0.0,57.6339651272034,605156.633835636,0.0,11.996120359354,12.2681646116585,12.1321424855062,0.250149257744534,0.0 
 01/21  09:00:00,12.1,0.0,57.6339651272034,605156.633835636,0.0,11.9952864858341,12.2701106451606,12.1326985654974,0.250150963308151,0.0 
 01/21  10:00:00,12.1,0.0,57.6339651272034,605156.633835636,0.0,11.9940095093208,12.2692761433293,12.131642826325,0.250150231925085,0.0 
 01/21  11:00:00,12.1,0.0,57.6339651272034,605156.633835636,0.0,11.9925621072909,12.26807797131,12.1303200393005,0.250149181810277,0.0 
 01/21  12:00:00,12.1,0.0,57.6339651272034,605156.633835636,0.0,11.9910721070112,12.2667890641926,12.1289305856019,0.250148052172433,0.0 
 01/21  13:00:00,12.1,0.0,57.6339651272034,605156.633835636,0.0,11.9895840109044,12.2654816666617,12.1275328387831,0.250146906329027,0.0 
 01/21  14:00:00,12.1,0.0,57.6339651272034,605156.633835636,0.0,11.9881159987856,12.2641826481249,12.1261493234552,0.250145767829229,0.0 
 01/21  15:00:00,12.1,0.0,57.6339651272034,605156.633835636,0.0,11.9866765503326,12.2629040011508,12.1247902757417,0.250144647183695,0.0 
 01/21  16:00:00,12.1,0.0,57.6339651272034,605156.633835636,0.0,11.9852698452733,12.2616516269001,12.1234607360867,0.250143549564384,0.0 
 01/21  17:00:00,12.1,0.0,57.6339651272034,605156.633835636,0.0,11.9838978721385,12.2604284844299,12.1221631782842,0.2501424775647,0.0 
 01/21  18:00:00,12.1,0.0,57.6339651272034,605156.633835636,0.0,11.9825614059776,12.2592359522813,12.1208986791295,0.250141432392861,0.0 
 01/21  19:00:00,12.1,0.0,57.6339651272034,605156.633835636,0.0,11.9812605214667,12.2580745092273,12.119667515347,0.250140414468442,0.0 
 01/21  20:00:00,12.1,0.0,57.6339651272034,605156.633835636,0.0,11.9799948829734,12.2569441080198,12.1184694954966,0.25013942375004,0.0 
 01/21  21:00:00,12.1,0.0,57.6339651272034,605156.633835636,0.0,11.9787639152437,12.2558443917734,12.1173041535086,0.250138459924917,0.0 
 01/21  22:00:00,12.1,0.0,57.6339651272034,605156.633835636,0.0,11.9768538508899,12.244010266811,12.1104320588504,0.500256176267644,0.0 
 01/21  23:00:00,12.1,0.0,57.6339651272034,605156.633835636,0.0,11.9740601746142,12.2395056850139,12.106782929814,0.500248280359595,0.0 
 01/21  24:00:00,12.1,0.0,57.6339651272034,605156.633835636,0.0,11.9718025307037,12.2374310065075,12.1046167686056,0.5002446437355,0.0 
 08/21  01:00:00,21.3545,0.0,57.6339651272034,605156.633835636,0.0,39.6833082134417,38.0829397629435,38.8831239881926,0.528404776064505,0.0 
 08/21  02:00:00,21.003,0.0,57.6339651272034,605156.633835636,0.0,38.9411855234767,37.3778745996011,38.1595300615389,0.527837725606214,0.0 
 08/21  03:00:00,20.75325,0.0,57.6339651272034,605156.633835636,0.0,38.2198105212739,36.698639988136,37.459225254705,0.527130726768861,0.0 
 08/21  04:00:00,20.53125,0.0,57.6339651272034,605156.633835636,0.0,37.5179908363732,36.0384806950313,36.7782357657023,0.526405254034348,0.0 
 08/21  05:00:00,20.3555,0.0,57.6339651272034,605156.633835636,0.0,36.8362221970295,35.3994006398975,36.1178114184635,0.525631766344058,0.0 
 08/21  06:00:00,20.3925,0.0,57.6339651272034,605156.633835636,181934.401863313,36.1987580691419,34.813757175183,35.5062576221624,0.524568037550983,0.0 
 08/21  07:00:00,20.77175,0.0,57.6339651272034,605156.633835636,2655897.04654365,35.9021047071164,34.5244622165612,35.2132834618388,0.523399144830801,0.0 
 08/21  08:00:00,21.75225,0.0,57.6339651272034,605156.633835636,5468413.81274696,36.0053069940146,35.1882435893741,35.5967752916944,0.261428297503319,0.0 
 08/21  09:00:00,23.10275,0.0,57.6339651272034,1642568.0061253,10984652.4825144,36.4958260730059,34.9478233595847,35.7218247162953,0.260045751724929,0.499026025347155 
 08/21  10:00:00,24.41625,0.0,57.6339651272034,1642568.0061253,18457305.1048021,37.6951716223292,35.9898033680207,36.8424874951749,0.259832490541305,0.498616778589156 
 08/21  11:00:00,25.58175,0.0,57.6339651272034,1642568.0061253,25415809.6735697,39.5588428003668,37.6685190994978,38.6136809499323,0.26025983349163,0.499436846798486 
 08/21  12:00:00,26.4605,0.0,57.6339651272034,1642568.0061253,29549807.1314005,41.5964897359373,39.5327421947729,40.5646159653551,0.261052891397095,0.50095871951438 
 08/21  13:00:00,27.108,0.0,57.6339651272034,1642568.0061253,29862027.2713311,43.4803282446277,41.3041005572272,42.3922144009275,0.261965658759686,0.502710313862678 
 08/21  14:00:00,27.56125,0.0,57.6339651272034,1642568.0061253,26291227.8704472,44.9703085997828,42.7954446803358,43.8828766400593,0.262739121843553,0.504194584249464 
 08/21  15:00:00,27.7,0.0,57.6339651272034,1642568.0061253,19657848.6264922,45.7354366953681,43.6008947990623,44.6681657472152,0.263215177861218,0.50510813250304 
 08/21  16:00:00,27.4225,0.0,57.6339651272034,1642568.0061253,12096031.870153,45.7146535753504,43.6033298081441,44.6589916917472,0.263460230165819,0.505578386205536 
 08/21  17:00:00,26.886,0.0,57.6339651272034,1642568.0061253,6137414.14864468,45.452140370218,44.2461147935169,44.8491275818675,0.264515482263852,0.108772158812167 
 08/21  18:00:00,26.2015,0.0,57.6339651272034,605156.633835636,3070259.71518719,45.0381251758858,43.7280004253478,44.3830628006168,0.264638968014347,0.108822937736519 
 08/21  19:00:00,25.23025,0.0,57.6339651272034,605156.633835636,408054.008766605,44.24435564774,42.9540157612006,43.5991857044703,0.264851956041345,0.108910521144869 
 08/21  20:00:00,24.30525,0.0,57.6339651272034,605156.633835636,0.0,43.484148858366,42.1889897261792,42.8365692922726,0.265032547799887,0.108984782792135 
 08/21  21:00:00,23.58375,0.0,57.6339651272034,605156.633835636,0.0,42.800152555197,41.5109363550294,42.1555444551132,0.265105679157602,0.109014855344363 
